"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.562456479E1,5.757808685E-3,-1.472295821E-2,-5.599021912E-3,1.677101385E-2
5.562960073E1,-4.301071167E-4,-3.104583919E-2,-3.631591797E-3,3.126047956E-2
5.563463667E1,7.680416107E-3,-4.488326609E-2,-1.117706299E-2,4.688734481E-2
5.563967266E1,2.521753311E-2,-3.246508539E-2,-1.391029358E-2,4.339817983E-2
5.564470860E1,2.124309540E-2,-2.503131330E-2,-1.187133789E-2,3.491080651E-2
5.564974453E1,2.204799652E-2,-1.990106702E-2,-2.729415894E-3,2.982643677E-2
5.565478047E1,2.759456635E-2,-1.956187189E-2,3.962516785E-3,3.405625439E-2
5.565981641E1,3.309679031E-2,4.545226693E-3,2.246761322E-2,4.025978463E-2
5.566485240E1,3.606939316E-2,1.665928960E-2,3.374576569E-2,5.212782131E-2
5.566988833E1,3.189373016E-2,9.757846594E-3,3.780555725E-2,5.041513417E-2
5.567492427E1,4.011631012E-3,1.950821280E-2,3.233432770E-2,3.797594367E-2
5.567996021E1,-4.751682281E-3,1.023802161E-2,4.594993591E-2,4.731587663E-2
5.568499615E1,-3.016710281E-2,-6.072908640E-3,1.913928986E-2,3.623874622E-2
5.569003214E1,-4.587459564E-2,-3.174452484E-2,1.154708862E-2,5.696954132E-2
5.569506807E1,-5.437994003E-2,-1.926535368E-2,-7.076263428E-4,5.769603509E-2
5.570010401E1,-4.856777191E-2,-2.817445993E-2,-2.473258972E-2,6.135413316E-2
5.570513995E1,-5.699443817E-2,-2.991166711E-2,-2.958774567E-2,7.084143212E-2
5.571017594E1,-2.719974518E-2,-4.118056595E-2,-4.160022736E-2,6.454644890E-2
5.571521188E1,-2.349853516E-2,-3.808157146E-2,-6.313514709E-2,7.738497295E-2
5.572024781E1,-2.171325684E-2,-1.086813956E-1,-1.345691681E-1,1.743329352E-1
5.572528375E1,3.736066818E-2,-1.967899501E-2,-1.248359680E-1,1.317842983E-1
5.573031969E1,6.275701523E-2,1.874923706E-2,-6.060314178E-2,8.923406101E-2
5.573535568E1,6.420040131E-2,1.881679893E-2,7.209777832E-4,6.690503164E-2
5.574039162E1,7.739233971E-2,4.027576745E-2,4.971313477E-2,1.004146775E-1
5.574542755E1,9.025788307E-2,1.884591579E-2,7.940101624E-2,1.216806286E-1
5.575046349E1,9.324979782E-2,1.890793443E-2,8.285236359E-2,1.261647690E-1
5.575549943E1,8.634042740E-2,2.133922279E-2,9.594726562E-2,1.308277861E-1
5.576053542E1,7.193207741E-2,3.324255347E-2,1.020088196E-1,1.291707800E-1
5.576557136E1,8.580780029E-2,3.554581106E-2,6.543445587E-2,1.136140453E-1
5.577060729E1,9.697580338E-2,3.539760411E-2,4.113864899E-2,1.111291378E-1
5.577564323E1,6.990122795E-2,4.946647584E-2,2.877235413E-3,8.568192566E-2
5.578067917E1,7.623457909E-2,5.154308677E-2,-4.928588867E-2,1.043910900E-1
5.578571516E1,7.317733765E-2,6.072057784E-2,-7.497024536E-2,1.210885998E-1
5.579075110E1,3.463888168E-2,5.082410574E-2,-7.912445068E-2,1.002178654E-1
5.579578703E1,4.881477356E-2,3.863598406E-2,-8.094215393E-2,1.021139249E-1
5.580082297E1,5.110788345E-2,2.894833684E-2,-4.718208313E-2,7.534036717E-2
5.580585891E1,3.687334061E-2,1.929183304E-2,-3.037261963E-2,5.152003584E-2
5.581089490E1,2.275848389E-2,9.637132287E-3,1.953697205E-2,3.150422486E-2
5.581593083E1,-1.033735275E-2,-2.847649157E-2,5.246162415E-2,6.058047080E-2
5.582096677E1,-1.239871979E-2,-2.601546049E-2,4.480075836E-2,5.326950710E-2
5.582600271E1,-2.884960175E-2,1.126378775E-4,6.339359283E-2,6.964955004E-2
5.583103865E1,-3.814601898E-2,-2.516344190E-3,3.914833069E-2,5.471784488E-2
5.583607464E1,-3.069114685E-2,1.621910930E-2,7.957458496E-3,3.561358094E-2
5.584111057E1,-6.360340118E-2,-8.386224508E-4,-2.774620056E-2,6.939702858E-2
5.584614651E1,-8.663606644E-2,3.207810223E-2,-4.183483124E-2,1.014148202E-1
5.585118245E1,-9.280443192E-2,3.145334125E-2,-4.870700836E-2,1.094273637E-1
5.585621839E1,-1.154336929E-1,1.184055209E-2,-4.370117188E-2,1.239956796E-1
5.586125438E1,-1.093306541E-1,-9.929135442E-3,-3.164100647E-2,1.142494331E-1
5.586629031E1,-6.512880325E-2,-6.244629622E-4,-7.886886597E-3,6.560757538E-2
5.587132625E1,-8.296918869E-2,-2.463544905E-2,-9.727478027E-4,8.655482575E-2
5.587636219E1,-1.006598473E-1,-1.280517876E-2,2.487468719E-2,1.044754876E-1
5.588139813E1,-8.723211288E-2,-5.821838975E-3,3.621196747E-2,9.462896975E-2
5.588643412E1,-6.911373138E-2,-2.970680594E-2,3.793144226E-2,8.424960829E-2
5.589147005E1,-3.452825546E-2,-1.297843456E-2,3.251361847E-2,4.917088137E-2
5.589650599E1,-3.346824646E-2,8.358806372E-3,2.476787567E-2,4.246693809E-2
5.590154193E1,7.662773132E-4,1.535202563E-2,2.660560608E-2,3.072670087E-2
5.590657787E1,-1.287555695E-2,8.042082191E-3,2.135467529E-2,2.620071010E-2
5.591161386E1,4.298210144E-3,1.266375184E-2,1.384830475E-2,1.925151333E-2
5.591664979E1,1.647377014E-2,-4.174321890E-3,1.707077026E-3,1.707993495E-2
5.592168573E1,4.980802536E-2,-6.652086973E-3,-1.028251648E-2,5.129151778E-2
5.592672167E1,8.280754089E-2,-6.660342216E-3,-3.154754639E-3,8.313483905E-2
5.593175760E1,1.154243946E-1,-1.920208335E-3,8.711814880E-3,1.157686218E-1
5.593679354E1,1.572091579E-1,2.776369452E-3,8.635520935E-3,1.574706315E-1
5.594182953E1,1.677258015E-1,-2.066805959E-3,1.462936401E-3,1.677449145E-1
5.594686547E1,1.899702549E-1,2.651840448E-3,2.761268616E-2,1.919848703E-1
5.595190141E1,1.691863537E-1,1.205047965E-2,3.697586060E-2,1.735985328E-1
5.595693734E1,1.319568157E-1,4.751726985E-3,2.726936340E-2,1.348287740E-1
5.596197328E1,9.023284912E-2,-1.668140292E-2,3.666019440E-2,9.881399758E-2
5.596700927E1,2.500534058E-2,-2.604034543E-2,2.228355408E-2,4.242550447E-2
5.597204521E1,-3.508996964E-2,-4.246862233E-2,1.284790039E-2,5.656817476E-2
5.597708115E1,-6.144809723E-2,-4.211610556E-2,5.864143372E-3,7.472632185E-2
5.598211708E1,-8.758354187E-2,-2.282300591E-2,-5.807876587E-3,9.069453035E-2
5.598715302E1,-1.062703133E-1,-4.402220249E-2,-2.930545807E-2,1.187019110E-1
5.599218901E1,-1.198372841E-1,-3.412695229E-2,-6.220436096E-2,1.392659544E-1
5.599722495E1,-1.164021492E-1,-1.964455843E-2,-7.358455658E-2,1.391044787E-1
5.600226089E1,-1.031222343E-1,-2.184803784E-2,-7.554817200E-2,1.296883120E-1
5.600729682E1,-6.594181061E-2,-1.216243207E-2,-7.524585724E-2,1.007878275E-1
5.601233276E1,-5.022287369E-2,4.618778825E-3,-4.418373108E-2,6.705126584E-2
5.601736870E1,-1.078605652E-2,-9.603783488E-3,-1.580333710E-2,2.140834267E-2
5.602240469E1,-3.340578079E-2,-1.178321242E-2,1.708698273E-2,3.932880959E-2
5.602744063E1,-5.980014801E-3,9.797021747E-3,3.308296204E-2,3.501748976E-2
5.603247656E1,-2.574920654E-4,1.457837224E-2,4.424762726E-2,4.658806454E-2
5.603751250E1,1.243066788E-2,1.934474707E-2,6.486606598E-2,6.882112509E-2
5.604254844E1,1.297950745E-2,9.905293584E-3,6.401920319E-2,6.606845564E-2
5.604758443E1,6.185531616E-3,7.666930556E-3,6.090450287E-2,6.169603792E-2
5.605262037E1,1.353216171E-2,1.737175882E-2,4.364395142E-2,4.888447504E-2
5.605765630E1,4.092216492E-3,1.035177708E-2,1.945495605E-2,2.241429989E-2
5.606269224E1,-5.750656128E-4,1.051270962E-2,4.988670349E-3,1.165051912E-2
5.606772818E1,4.294395447E-3,1.771599054E-2,2.514839172E-3,1.840170017E-2
5.607276412E1,-1.456451416E-2,2.960756421E-2,-1.420688629E-2,3.592448398E-2
5.607780010E1,-1.421880722E-2,8.215799928E-3,-2.131938934E-2,2.691078240E-2
5.608283604E1,-6.592273712E-3,2.018651366E-2,-4.269218445E-2,4.768203036E-2
5.608787198E1,-1.311302185E-2,2.493506670E-2,-4.496765137E-2,5.306409862E-2
5.609290792E1,-4.224777222E-4,2.247174084E-2,-4.017734528E-2,4.603668860E-2
5.609794386E1,7.575035095E-3,3.192460537E-2,-3.312587738E-2,4.662494329E-2
5.610297984E1,2.273607254E-2,1.510430872E-2,-2.855682373E-2,3.950394054E-2
5.610801578E1,2.120637894E-2,1.504319906E-2,-9.806632996E-3,2.778809811E-2
5.611305172E1,2.675867081E-2,2.677452564E-2,1.689910889E-3,3.789139065E-2
5.611808766E1,5.115079880E-2,9.918332100E-3,2.976131439E-2,6.000427788E-2
5.612312360E1,5.845117569E-2,1.214195788E-2,5.060195923E-2,7.825934678E-2
5.612815958E1,5.835437775E-2,1.432210207E-2,3.813076019E-2,7.116397180E-2
5.613319552E1,5.092096329E-2,-1.887828112E-4,5.198001862E-2,7.276608053E-2
5.613823146E1,4.565286636E-2,-1.217962801E-2,3.022670746E-2,5.609083160E-2
5.614326740E1,2.839565277E-2,-2.404557168E-2,3.247261047E-2,4.938596000E-2
5.614830333E1,4.203939438E-2,-2.791881561E-4,1.812934875E-2,4.578276872E-2
5.615333927E1,5.076789856E-2,-3.131623566E-2,-3.191947937E-3,5.973503722E-2
5.615837521E1,2.618408203E-2,-9.784638882E-3,-3.145790100E-2,4.208259551E-2
5.616341120E1,1.615619659E-2,-1.214900613E-2,-2.630138397E-2,3.317203396E-2
5.616844714E1,3.475522995E-2,-2.399024367E-2,-2.121162415E-2,4.725876426E-2
5.617348307E1,3.674221039E-2,-1.436550915E-2,-2.336120605E-2,4.584870582E-2
5.617851901E1,2.700281143E-2,-3.082893789E-2,-3.269386292E-2,5.242579431E-2
5.618355495E1,3.407239914E-2,-3.760477901E-2,-2.063179016E-2,5.477881481E-2
5.618859089E1,3.401374817E-2,-3.013308346E-2,-2.056503296E-2,4.987843586E-2
5.619362688E1,2.677917480E-2,-3.454057872E-2,-1.335144043E-2,4.569941732E-2
5.619866281E1,5.307674408E-3,-2.943967283E-2,-1.426696777E-3,2.994830893E-2
5.620369875E1,5.275726318E-3,-2.197822928E-2,2.706718445E-2,3.526341340E-2
5.620873469E1,1.937961578E-2,-1.455405354E-2,1.263904572E-2,2.733377872E-2
5.621377063E1,9.572505951E-3,-1.433910429E-2,3.396892548E-2,3.809370919E-2
5.621880662E1,-4.956722260E-3,-2.597174048E-2,2.190589905E-2,3.433611528E-2
5.622384255E1,-9.867668152E-3,-3.988160193E-2,7.570266724E-3,4.177585410E-2
5.622887849E1,-1.716613770E-2,-2.038364112E-2,2.874374390E-3,2.680356575E-2
5.623391443E1,-3.616523743E-2,-1.769213378E-2,-1.132869720E-2,4.182433952E-2
5.623895037E1,-2.883672714E-2,-3.169590235E-2,-1.831626892E-2,4.660120991E-2
5.624398630E1,-1.671314240E-2,-1.471905410E-2,-2.529335022E-2,3.370064165E-2
5.624902224E1,-3.069829941E-2,-7.380291820E-3,-2.039146423E-2,3.758545074E-2
5.625405823E1,-4.920673370E-2,-2.501726151E-3,-3.709793091E-3,4.940975451E-2
5.625909417E1,-6.270456314E-2,-1.198749244E-2,-2.757644653E-2,6.954151722E-2
5.626413011E1,-7.355070114E-2,-3.099450469E-2,-2.520275116E-2,8.369912560E-2
5.626916604E1,-5.808210373E-2,-5.229607224E-2,-2.764511108E-2,8.290152057E-2
5.627420198E1,-4.025745392E-2,-5.455566943E-2,-2.061939240E-2,7.086707984E-2
5.627923792E1,-6.293773651E-2,-5.929931998E-2,5.931854248E-4,8.647496688E-2
5.628427391E1,-4.274559021E-2,-2.606710792E-2,5.014419556E-2,7.085986131E-2
5.628930985E1,-9.178638458E-2,1.635970175E-2,5.902194977E-2,1.103447814E-1
5.629434578E1,-7.172632217E-2,3.229612112E-2,5.840206146E-2,9.797196290E-2
5.629938172E1,-1.111845970E-1,3.623272479E-2,4.116630554E-2,1.239737459E-1
5.630441766E1,-4.099369049E-2,4.527956247E-3,7.150650024E-2,8.254795349E-2
5.630945360E1,-1.209545135E-1,-1.042245328E-2,1.880645752E-3,1.214172916E-1
5.631448958E1,-1.481776237E-1,-2.761885524E-2,5.636596680E-2,1.609239931E-1
5.631952552E1,-9.212923050E-2,-4.717518389E-2,-1.540756226E-2,1.046455258E-1
5.632456146E1,-6.735515594E-2,-6.656496227E-2,-5.888938904E-3,9.488040280E-2
5.632959740E1,-7.122087479E-2,-1.025699973E-1,8.277893066E-3,1.251460781E-1
5.633463333E1,-1.297678947E-1,-3.386645019E-2,4.374408722E-2,1.410680266E-1
5.633966927E1,-6.453323364E-2,2.233976126E-2,2.913475037E-2,7.424578679E-2
5.634470521E1,-1.192903519E-2,1.067536473E-1,7.884407043E-2,1.332480039E-1
5.634974120E1,5.922412872E-2,1.479371488E-1,2.367401123E-2,1.611004538E-1
5.635477714E1,1.040406227E-1,1.249370426E-1,-5.098342896E-3,1.626644057E-1
5.635981307E1,1.608355045E-1,6.669910252E-2,-3.860664368E-2,1.783460197E-1
5.636484901E1,1.652431488E-1,1.924216747E-3,-6.011390686E-2,1.758484650E-1
5.636988495E1,2.121844292E-1,-6.709161401E-2,-3.150844574E-2,2.247583120E-1
5.637492089E1,2.297592163E-1,-1.451651007E-1,-5.287170410E-3,2.718274418E-1
5.637995682E1,9.448957443E-2,-2.014355958E-1,1.869678497E-2,2.232804261E-1
5.638499281E1,2.143239975E-2,-2.172741741E-1,4.802703857E-3,2.183815021E-1
5.639002875E1,3.396892548E-2,-1.096613258E-1,7.467269897E-4,1.148044071E-1
5.639506469E1,1.458981037E-1,-6.535500288E-4,6.324768066E-3,1.460365930E-1
5.640010063E1,2.072434425E-1,2.051471919E-1,4.498863220E-2,2.950579466E-1
5.640513656E1,2.041816711E-1,3.218580782E-1,6.898021698E-2,3.873513233E-1
5.641017250E1,3.105609417E-1,4.167223573E-1,8.316993713E-2,5.263296116E-1
5.641520844E1,2.787733078E-1,3.380837440E-1,6.854343414E-2,4.435238184E-1
5.642024443E1,1.788246632E-1,2.153558135E-1,6.095790863E-2,2.864825530E-1
5.642528037E1,7.252883911E-2,1.104226187E-1,6.058120728E-2,1.453398428E-1
5.643031630E1,-3.326082230E-2,1.110790670E-2,3.426837921E-2,4.903049770E-2
5.643535224E1,-1.764225960E-1,-1.421709061E-1,-5.944252014E-3,2.266557589E-1
5.644038818E1,-2.713336945E-1,-2.850689888E-1,-9.072399139E-2,4.038776358E-1
5.644542412E1,-2.539176941E-1,-3.417001367E-1,-1.439046860E-1,4.493792801E-1
5.645046005E1,-2.409048080E-1,-3.388700783E-1,-2.111063004E-1,4.662981091E-1
5.645549604E1,-2.582120895E-1,-2.175593376E-1,-1.973218918E-1,3.910773294E-1
5.646053198E1,-1.678886414E-1,-5.691978335E-2,-1.103563309E-1,2.088180485E-1
5.646556792E1,-8.938074112E-2,1.026503295E-1,-2.686595917E-2,1.387363932E-1
5.647060386E1,-4.401302338E-2,1.971904784E-1,2.233123779E-2,2.032730066E-1
5.647563979E1,1.338148117E-2,2.392170280E-1,1.159677505E-1,2.661810844E-1
5.648067573E1,2.302885056E-2,1.863290220E-1,1.992197037E-1,2.737468224E-1
5.648571167E1,-7.682895660E-2,1.245501488E-1,2.367630005E-1,2.783381874E-1
5.649074766E1,-1.623611450E-1,2.767737210E-2,2.316064835E-1,2.841984193E-1
5.649578360E1,-1.556611061E-1,-4.957783222E-2,2.032537460E-1,2.607689143E-1
5.650081953E1,-1.238098145E-1,-1.692391485E-1,1.233348846E-1,2.432740293E-1
5.650585547E1,-1.261568069E-1,-2.550341189E-1,4.052162170E-3,2.845599440E-1
5.651089141E1,-1.004691124E-1,-2.788587809E-1,-6.177330017E-2,3.027741779E-1
5.651592734E1,-2.767181396E-2,-1.959381849E-1,-1.364660263E-1,2.403757016E-1
5.652096328E1,2.595663071E-2,-1.280070543E-1,-1.727504730E-1,2.165693389E-1
5.652599922E1,1.225686073E-1,-2.017760277E-2,-2.114315033E-1,2.452212873E-1
5.653103521E1,2.193901539E-1,6.812529266E-2,-2.004137039E-1,3.048585702E-1
5.653607115E1,2.785398960E-1,1.442117542E-1,-1.401605606E-1,3.435498311E-1
5.654110708E1,2.382252216E-1,1.868411005E-1,-6.414318085E-2,3.094756868E-1
5.654614302E1,1.724474430E-1,1.557490826E-1,1.108646393E-2,2.326344923E-1
5.655117896E1,1.166553497E-1,1.416888535E-1,1.355705261E-1,2.281744275E-1
5.655621490E1,6.235122681E-3,8.506097645E-2,1.903905869E-1,2.086212406E-1
5.656125083E1,-7.563447952E-2,5.731588602E-2,2.166671753E-1,2.365382636E-1
5.656628677E1,-1.316719055E-1,1.523827016E-2,2.075662613E-1,2.462792082E-1
5.657132276E1,-2.048244476E-1,-3.390119970E-2,1.538887024E-1,2.584261566E-1
5.657635870E1,-2.400207520E-1,-7.339589298E-2,9.384059906E-2,2.679607742E-1
5.658139464E1,-2.729191780E-1,-7.486137748E-2,-1.063728333E-2,2.832000271E-1
5.658643057E1,-2.533583641E-1,-3.389136493E-2,-8.335208893E-2,2.688617786E-1
5.659146651E1,-1.742267609E-1,-5.233630538E-3,-1.318950653E-1,2.185833098E-1
5.659650245E1,-1.332006454E-1,2.070729434E-2,-1.779069901E-1,2.232086492E-1
5.660153839E1,-4.201126099E-2,7.023093104E-2,-1.716079712E-1,1.901226591E-1
5.660657438E1,4.911518097E-2,1.171540916E-1,-1.134586334E-1,1.703239375E-1
5.661161031E1,1.234521866E-1,1.281778365E-1,-5.132389069E-2,1.852137735E-1
5.661664625E1,1.024155617E-1,1.036264151E-1,1.494026184E-2,1.464602083E-1
5.662168219E1,9.563398361E-2,1.078444719E-1,7.360649109E-2,1.618462371E-1
5.662671813E1,1.003460884E-1,6.693990529E-2,1.034936905E-1,1.589378254E-1
5.663175406E1,7.598972321E-2,9.620919824E-3,8.827877045E-2,1.168766078E-1
5.663679000E1,4.422807693E-2,-1.652142406E-2,6.867122650E-2,8.333557218E-2
5.664182594E1,4.068279266E-2,-4.503510892E-2,2.811622620E-2,6.688626787E-2
5.664686188E1,4.628467560E-2,-1.644283533E-2,-2.616596222E-2,5.565335217E-2
5.665189787E1,4.687643051E-2,-4.869252443E-3,-5.852603912E-2,7.514257523E-2
5.665693380E1,7.584285736E-2,-5.184561014E-4,-6.919670105E-2,1.026673816E-1
5.666196974E1,7.634735107E-2,8.597984910E-3,-8.465480804E-2,1.143209512E-1
5.666700568E1,5.342674255E-2,1.771703362E-2,-8.351612091E-2,1.007137158E-1
5.667204162E1,7.380485535E-2,2.937039733E-2,-6.832027435E-2,1.047732638E-1
5.667707755E1,6.595277786E-2,4.823534191E-2,-5.820369720E-2,1.003199257E-1
5.668211349E1,1.585912704E-2,1.017481089E-2,-5.787181854E-2,6.086202485E-2
5.668714943E1,-2.874517441E-2,-3.223422170E-2,-6.244373322E-2,7.592463314E-2
5.669218542E1,-3.720378876E-2,-5.761691928E-2,-3.856277466E-2,7.868239240E-2
5.669722136E1,-3.361272812E-2,-8.756126463E-2,-1.255702972E-2,9.462805901E-2
5.670225729E1,-6.102180481E-2,-9.596742690E-2,-1.520633698E-2,1.147372667E-1
5.670729323E1,-6.936788559E-2,-1.161954403E-1,8.355140686E-3,1.355842626E-1
5.671232917E1,-3.269386292E-2,-9.119600058E-2,1.280212402E-2,9.772151029E-2
5.671736511E1,-3.911018372E-2,-8.309896290E-2,1.486206055E-2,9.303722346E-2
5.672240104E1,-2.647972107E-2,-4.415166378E-2,1.927757263E-2,5.497426533E-2
5.672743698E1,1.216363907E-2,-1.264761388E-2,3.315258026E-2,3.751012970E-2
5.673247292E1,1.724815369E-2,2.817301452E-2,5.640602112E-2,6.536709242E-2
5.673750891E1,4.122924805E-2,3.077465296E-2,5.574607849E-2,7.585878609E-2
5.674254485E1,6.965160370E-2,5.234774947E-2,6.938648224E-2,1.113827486E-1
5.674758078E1,7.878875732E-2,4.295587540E-2,5.919551849E-2,1.075034182E-1
5.675261672E1,6.400394440E-2,1.697318256E-2,4.439067841E-2,7.971904511E-2
5.675765266E1,3.256273270E-2,-1.604801416E-2,3.928375244E-2,5.348909725E-2
5.676268860E1,-3.577232361E-3,-3.465291858E-2,2.245044708E-2,4.144446804E-2
5.676772453E1,-2.063512802E-2,-4.376378655E-2,-2.500343323E-2,5.446328300E-2
5.677276047E1,-2.043247223E-3,-5.533033609E-2,-6.726074219E-2,8.711847331E-2
5.677779646E1,-7.183551788E-3,-6.690430641E-2,-9.262084961E-2,1.144832364E-1
5.678283240E1,-2.398824692E-2,-6.418688595E-2,-1.012268066E-1,1.222385320E-1
5.678786833E1,-2.608299255E-2,-4.017482698E-2,-1.170320511E-1,1.264548940E-1
5.679290427E1,4.576110840E-2,-3.530229628E-2,-9.487247467E-2,1.110905829E-1
5.679794021E1,4.853200912E-2,-2.078738809E-2,-6.357860565E-2,8.264206259E-2
5.680297615E1,8.958530426E-2,-1.335832477E-2,-1.607894897E-2,9.199187018E-2
5.680801208E1,1.280283928E-1,3.770560026E-3,2.384567261E-2,1.302846982E-1
5.681304802E1,1.352851391E-1,-5.318969488E-4,7.293319702E-2,1.536932106E-1
5.681808396E1,1.351406574E-1,2.481445670E-3,1.217107773E-1,1.818864156E-1
5.682311990E1,1.037552357E-1,-1.347360015E-2,1.180238724E-1,1.577222916E-1
5.682815583E1,8.638954163E-2,-3.404779732E-2,1.145944595E-1,1.474933746E-1
5.683319182E1,4.262256622E-2,-2.838872373E-2,1.018981934E-1,1.140431699E-1
5.683822776E1,-1.302671432E-2,-2.757890522E-2,5.862045288E-2,6.608062345E-2
5.684326370E1,-5.650234222E-2,-3.637996316E-2,3.911018372E-3,6.731502404E-2
5.684829964E1,-5.693531036E-2,-7.121250033E-3,-3.369903564E-2,6.654296936E-2
5.685333557E1,-4.538631439E-2,-1.371856034E-2,-9.241390228E-2,1.038674432E-1
5.685837151E1,-2.891397476E-2,-1.263856888E-3,-1.127796173E-1,1.164339184E-1
5.686340745E1,-2.887392044E-2,-1.737387478E-2,-1.141328812E-1,1.190036528E-1
5.686844339E1,-2.619075775E-2,-9.554326534E-3,-1.037311554E-1,1.074122598E-1
5.687347938E1,-1.892566681E-3,7.671713829E-3,-7.454681396E-2,7.496442139E-2
5.687851531E1,3.671693802E-2,1.763175428E-2,-3.148746490E-2,5.148274218E-2
5.688355125E1,3.712463379E-2,1.566304266E-2,8.790016174E-3,4.124116540E-2
5.688858719E1,3.747367859E-2,1.610985398E-2,5.587959290E-2,6.918332808E-2
5.689362313E1,1.634311676E-2,3.789143264E-2,8.838176727E-2,9.754073467E-2
5.689865906E1,2.293109894E-3,1.680678129E-2,1.183395386E-1,1.195490386E-1
5.690369500E1,-3.575611115E-2,4.799649119E-2,1.221113205E-1,1.359902101E-1
5.690873094E1,-7.871961594E-2,2.661623061E-2,1.094570160E-1,1.374264895E-1
5.691376688E1,-8.366203308E-2,4.569213092E-2,9.468936920E-2,1.343621347E-1
5.691880281E1,-1.101980209E-1,2.891805768E-2,3.980827332E-2,1.206837044E-1
5.692383875E1,-1.033821106E-1,3.829194605E-2,-2.691268921E-3,1.102786328E-1
5.692887469E1,-8.464145660E-2,3.798735142E-2,-5.913066864E-2,1.100165943E-1
5.693391068E1,-6.341457367E-2,4.005946219E-2,-1.081008911E-1,1.315749647E-1
5.693894662E1,-3.955936432E-2,3.253896534E-2,-1.473655701E-1,1.560139058E-1
5.694398255E1,-1.072406769E-2,1.321040094E-2,-1.532649994E-1,1.542066158E-1
5.694901849E1,6.430625916E-3,1.165375113E-3,-1.474447250E-1,1.475894915E-1
5.695405443E1,1.426839828E-2,-1.336485147E-3,-1.038360596E-1,1.048203256E-1
5.695909037E1,1.756191254E-2,-6.137892604E-3,-8.208370209E-2,8.416548370E-2
5.696412630E1,1.856088638E-2,-2.039590478E-2,-3.207302094E-2,4.229867737E-2
5.696916224E1,1.474905014E-2,-1.311399043E-2,8.048057556E-3,2.131390287E-2
5.697419818E1,1.365184784E-3,-2.726013958E-2,4.550933838E-2,5.306673929E-2
5.697923412E1,-9.694576263E-3,-2.229525149E-2,8.748245239E-2,9.079781123E-2
5.698427010E1,2.810001373E-3,1.675158739E-3,1.054868698E-1,1.055375856E-1
5.698930599E1,2.923917770E-2,1.675590873E-3,1.044511795E-1,1.084794267E-1
5.699434198E1,4.336118698E-2,-2.993494272E-3,1.035223007E-1,1.122765349E-1
5.699937792E1,3.346109390E-2,6.592512131E-3,9.318065643E-2,9.922570612E-2
5.700441386E1,2.099752426E-2,9.026244283E-3,9.017276764E-2,9.302417500E-2
5.700944979E1,2.746820450E-2,9.090572596E-3,7.776927948E-2,8.297711491E-2
5.701448573E1,3.841876984E-2,9.100601077E-3,5.369949341E-2,6.665176973E-2
5.701952167E1,4.679441452E-2,1.868587732E-2,1.563358307E-2,5.275687786E-2
5.702455761E1,3.605413437E-2,1.626679301E-2,-1.971435547E-2,4.419462605E-2
5.702959354E1,3.727483749E-2,1.853738725E-2,-5.001735687E-2,6.507521974E-2
5.703462948E1,2.661609650E-2,-5.405321717E-3,-8.006668091E-2,8.454766400E-2
5.703966542E1,3.989791870E-2,-1.970191300E-2,-8.142662048E-2,9.279172278E-2
5.704470141E1,1.993989944E-2,-3.395810723E-2,-7.807445526E-2,8.744354294E-2
5.704973735E1,4.061889648E-2,-2.440400422E-2,-6.530475616E-2,8.068557090E-2
5.705477328E1,2.324676514E-2,-1.962399483E-2,-3.844833374E-2,4.902843695E-2
5.705980922E1,3.693866730E-2,-1.960329711E-2,-2.133846283E-2,4.694767721E-2
5.706484516E1,3.163194656E-2,-5.362823606E-3,5.076408386E-3,3.248245438E-2
5.706988110E1,4.293346405E-2,6.409823895E-3,1.467609406E-2,4.582309368E-2
5.707491703E1,2.559423447E-2,2.768465877E-2,4.321193695E-2,5.734785666E-2
5.707995297E1,2.253484726E-2,3.701521456E-2,5.256748199E-2,6.812698154E-2
5.708498891E1,2.663135529E-3,4.156959057E-2,7.143974304E-2,8.269679581E-2
5.709002484E1,-1.008319855E-2,4.136268795E-2,7.836055756E-2,8.917914458E-2
5.709506078E1,-2.051305771E-2,7.915526628E-3,6.630420685E-2,6.985477037E-2
5.710009672E1,-4.520988464E-2,3.175155818E-2,5.440044403E-2,7.753388567E-2
5.710513271E1,-4.363918304E-2,1.972292364E-2,3.312397003E-2,5.822859610E-2
5.711016865E1,-6.577157974E-2,-6.400510669E-3,-4.619598389E-3,6.624355009E-2
5.711520458E1,-8.761072159E-2,-1.808631420E-2,-2.785301208E-2,9.369388230E-2
5.712024052E1,-1.090540886E-1,-1.303076744E-2,-6.523704529E-2,1.277437561E-1
5.712527646E1,-9.907865524E-2,-5.643203855E-3,-9.298992157E-2,1.359983499E-1
5.713031240E1,-1.339201927E-1,1.115053892E-2,-1.016893387E-1,1.685220286E-1
5.713534833E1,-1.039938927E-1,6.462007761E-3,-1.081161499E-1,1.501518869E-1
5.714038427E1,-1.167297363E-1,3.032730520E-2,-9.802055359E-2,1.554143034E-1
5.714542021E1,-1.290907860E-1,1.838161051E-2,-7.626342773E-2,1.510576878E-1
5.715045615E1,-1.435065269E-1,4.136472940E-3,-5.241298676E-2,1.528344034E-1
5.715549208E1,-1.292042732E-1,-7.723316550E-3,-3.593158722E-2,1.343297167E-1
5.716052802E1,-1.172866821E-1,-3.375403583E-2,-7.767677307E-3,1.222940618E-1
