"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.187653059E2,-2.576235962E1,6.689430237E0,-1.915519333E1,3.279282058E1
1.187703419E2,-1.883675385E1,9.437853813E0,-2.426962662E1,3.213893521E1
1.187753778E2,-5.941914082E0,1.034284782E1,-2.989255905E1,3.218456044E1
1.187804138E2,-1.224511385E0,8.900991440E0,-3.070096779E1,3.198869331E1
1.187854497E2,4.111400604E0,2.791655064E0,-2.815077972E1,2.858606919E1
1.187904857E2,4.481546879E0,-3.265359163E0,-2.713059807E1,2.769144605E1
1.187955217E2,8.261425018E0,-6.628945351E0,-2.916644859E1,3.103023982E1
1.188005576E2,1.427906418E1,-8.432185173E0,-2.841734886E1,3.290196251E1
1.188055936E2,1.749002838E1,-1.023522854E1,-2.345672607E1,3.099804823E1
1.188106296E2,1.547588253E1,-1.166272068E1,-1.722028160E1,2.592412182E1
1.188156655E2,1.404117966E1,-1.089477539E1,-1.122841835E1,2.102208923E1
1.188207014E2,1.523031616E1,-9.042441368E0,-5.716740131E0,1.861207656E1
1.188257374E2,1.492711258E1,-8.402645111E0,-1.892911911E0,1.723386928E1
1.188307734E2,1.275406361E1,-8.057151794E0,7.071108818E-1,1.510244481E1
1.188358094E2,1.051476383E1,-8.101423264E0,2.762184143E-1,1.327665673E1
1.188408453E2,9.556869507E0,-1.016147041E1,-1.724242687E0,1.405568385E1
1.188458813E2,8.339693069E0,-1.410641479E1,-5.079647541E0,1.715646345E1
1.188509172E2,6.811082363E0,-2.244822311E1,-1.721385765E1,2.909691494E1
1.188559532E2,4.305439472E0,-3.293595886E1,-1.537663460E1,3.660266502E1
1.188609892E2,-8.421649933E0,-3.612288284E1,7.891321182E0,3.792175896E1
1.188660251E2,-3.187215233E1,-3.214533615E1,8.908179283E0,4.613580376E1
1.188710611E2,-5.033890915E1,-1.584749699E1,8.144198418E0,5.339922193E1
1.188760970E2,-3.739643860E1,-7.014355183E0,3.987780094E0,3.825698875E1
1.188811330E2,-2.397676468E1,-6.425243855E0,-1.207239151E0,2.485209105E1
1.188861689E2,-1.879657173E1,-1.004455662E1,-2.165379143E1,3.038241119E1
1.188912049E2,-8.406631470E0,-1.279768562E1,-4.397143936E1,4.656113926E1
1.188962409E2,5.435515404E0,-6.880879402E0,-4.519081497E1,4.603369513E1
1.189012769E2,8.388553619E0,-3.934268951E0,-3.978505707E1,4.084968874E1
1.189063128E2,8.926101685E0,-1.329676151E0,-4.142670822E1,4.239829577E1
1.189113487E2,1.294065285E1,2.928816319E0,-3.687226486E1,3.918676278E1
1.189163847E2,8.993346214E0,7.963248253E0,-3.032563019E1,3.261805398E1
1.189214207E2,7.495217323E-1,1.086040497E1,-2.206483841E1,2.460421250E1
1.189264567E2,3.957912922E-1,1.279783249E1,-1.869358826E1,2.265814222E1
1.189314926E2,1.020837975E1,8.632373810E0,-1.529355335E1,2.031309107E1
1.189365286E2,1.452840042E1,6.284866333E0,-9.160614967E0,1.828909047E1
1.189415645E2,2.167694092E1,7.833061218E0,-4.233737469E0,2.343440096E1
1.189466005E2,3.185933685E1,4.671691418E0,-3.332957268E0,3.237206588E1
1.189516364E2,2.971177483E1,-2.703396320E0,-1.094274521E-1,2.983470947E1
1.189566724E2,1.649983025E1,-1.059131241E1,7.226172447E0,2.089588153E1
1.189617084E2,2.303288221E0,-1.373035431E1,1.296526527E1,1.902434939E1
1.189667443E2,-4.580823898E0,-9.641707420E0,7.548430443E0,1.307383921E1
1.189717803E2,-1.657041740E1,1.792149544E-1,9.201515198E0,1.895464937E1
1.189768162E2,-2.335601807E1,1.087167740E0,1.882500887E0,2.345696748E1
1.189818522E2,-2.107090759E1,-1.513000011E0,-8.357357979E0,2.271822502E1
1.189868882E2,-1.941599846E1,-3.334136009E0,-1.983036041E1,2.795247133E1
1.189919241E2,-2.332604027E1,-4.229016304E0,-2.796426964E1,3.666045703E1
1.189969601E2,-2.443069077E1,-5.483597755E0,-3.608625793E1,4.392205035E1
1.190019960E2,-1.455333710E1,-5.330028534E0,-3.857447815E1,4.157161519E1
1.190070320E2,-5.727319241E0,-3.245084763E0,-4.129115295E1,4.181258271E1
1.190120680E2,-2.420654297E-1,-3.676587105E0,-3.625664139E1,3.644337983E1
1.190171039E2,2.477367401E0,-6.151476860E0,-3.131271172E1,3.200724811E1
1.190221399E2,4.798550606E0,-7.235473156E0,-2.374039841E1,2.527814622E1
1.190271758E2,8.371825218E0,-3.718199968E0,-1.624060059E1,1.864589971E1
1.190322118E2,1.096855831E1,-2.130629539E0,-1.269276619E1,1.691020896E1
1.190372477E2,1.574416161E1,-2.097750664E0,-9.450900078E0,1.848238877E1
1.190422837E2,2.130213165E1,-3.963456154E0,-7.952570915E0,2.308101345E1
1.190473197E2,2.401844788E1,-5.705555439E0,-6.321811199E0,2.548341614E1
1.190523557E2,2.548930931E1,-7.438507080E0,-4.150549889E0,2.687495751E1
1.190573916E2,2.328909492E1,-9.140834808E0,-2.481641769E0,2.514150650E1
1.190624275E2,1.675402832E1,-1.141933250E1,-1.111171246E0,2.030599225E1
1.190674635E2,8.910053253E0,-1.251329708E1,-1.178579807E0,1.540651496E1
1.190724995E2,2.456062078E0,-1.330922127E1,-9.109932899E0,1.631436450E1
1.190775355E2,-9.238454819E0,-1.177738667E1,-1.184129810E1,1.908591693E1
1.190825714E2,-1.939818764E1,-1.163052082E1,-6.766753197E0,2.360821143E1
1.190876074E2,-1.532085609E1,-1.122970772E1,-1.170652008E1,2.231317053E1
1.190926433E2,-8.306689262E0,-9.143950462E0,-1.293170929E1,1.788412765E1
1.190976793E2,-5.499012470E0,-6.559500694E0,-1.236608315E1,1.503948802E1
1.191027152E2,-4.283017159E0,-6.056037426E0,-1.359644699E1,1.548816310E1
1.191077512E2,-5.884919167E-1,-7.389286518E0,-1.893973541E1,2.033866897E1
1.191127872E2,7.597721100E0,-7.900593281E0,-2.415546417E1,2.652604738E1
1.191178231E2,1.057541370E1,-7.542809963E0,-2.410959053E1,2.738623217E1
1.191228591E2,4.998705864E0,-9.874385834E0,-2.189770317E1,2.453568748E1
1.191278950E2,-5.161790848E0,-1.288646126E1,-1.808816528E1,2.280102392E1
1.191329310E2,-4.576830864E0,-1.125373936E1,-1.887475204E1,2.244660988E1
1.191379670E2,3.015504122E0,-6.181537151E0,-1.544338512E1,1.690570350E1
1.191430029E2,2.970886946E0,-2.797896385E0,-1.185313606E1,1.253599729E1
1.191480389E2,-2.278791666E0,-1.074502945E0,-1.010811043E1,1.041735784E1
1.191530748E2,-6.384830475E0,-1.704416275E-1,-1.238470268E1,1.393470384E1
1.191581108E2,-9.146579742E0,-4.347062111E-1,-1.558334732E1,1.807455682E1
1.191631468E2,-1.084961510E1,-3.876050949E0,-1.470052338E1,1.867734741E1
1.191681827E2,-1.261863422E1,-2.788146019E0,-1.449555206E1,1.941969921E1
1.191732187E2,-5.272120476E0,2.019052029E0,-2.197477341E1,2.268837790E1
1.191782546E2,4.459609509E0,5.559648037E0,-3.551364899E1,3.622177615E1
1.191832906E2,1.180318737E1,5.741062641E0,-4.275274658E1,4.472216869E1
1.191883266E2,8.542842865E0,8.195634842E0,-3.756940079E1,3.939046167E1
1.191933625E2,-7.532782078E0,1.235060310E1,-3.619969559E1,3.898330622E1
1.191983985E2,-1.476398277E1,7.433971882E0,-2.625569916E1,3.102580964E1
1.192034344E2,-7.082977772E0,-2.492861748E-1,-1.440340328E1,1.605268650E1
1.192084704E2,5.655671120E0,-4.255797863E0,-5.141930580E-1,7.096677093E0
1.192135063E2,7.802907467E0,-3.825225592E0,-2.440834999E0,9.026371987E0
1.192185423E2,5.791707993E0,-4.313706398E0,-6.386265755E-1,7.249812981E0
1.192235783E2,8.250606537E0,-7.037696362E0,1.971650124E-1,1.084622295E1
1.192286142E2,1.124761677E1,-9.625717163E0,1.065937519E0,1.484249092E1
1.192336502E2,1.389504147E1,-1.310047913E1,-7.812747955E-1,1.911295689E1
1.192386861E2,2.245642281E1,-1.514163971E1,-2.430578709E0,2.719315890E1
1.192437221E2,2.992318153E1,-1.689167213E1,-5.692808151E0,3.483006525E1
1.192487581E2,3.188639832E1,-1.802091980E1,-3.886899948E0,3.683210473E1
1.192537940E2,3.191250038E1,-1.683388138E1,6.251668930E0,3.661790009E1
1.192588300E2,2.765667343E1,-1.476058006E1,1.128992271E1,3.332009400E1
1.192638659E2,1.861247253E1,-1.210522747E1,2.667154312E0,2.236234286E1
1.192689019E2,5.776535988E0,-8.494842529E0,-4.872201443E0,1.136965543E1
1.192739379E2,-1.747573662E1,-5.760807514E0,-7.422280788E0,1.984133377E1
1.192789738E2,-3.991830826E1,-7.966945648E0,-9.972288132E0,4.190930789E1
1.192840098E2,-4.933391190E1,-1.380994797E1,-1.676449394E1,5.390359712E1
1.192890457E2,-3.332443619E1,-1.045838737E1,-3.874149704E1,5.216128360E1
1.192940817E2,-1.888696480E1,-7.927730560E0,-5.264139938E1,5.648613352E1
1.192991176E2,-9.216182709E0,-4.867270470E0,-5.895104218E1,5.986529645E1
1.193041536E2,-3.082108736E0,-2.245769501E0,-4.932448578E1,4.947168657E1
1.193091896E2,-7.434329033E0,-7.687667847E0,-3.835439301E1,3.981744527E1
1.193142255E2,-6.552510262E0,-1.906914139E1,-2.944808006E1,3.568973190E1
1.193192615E2,1.705375910E0,-2.291761589E1,-1.566621399E1,2.781286907E1
1.193242974E2,6.296218395E0,-1.872568512E1,-8.087250710E0,2.134706709E1
1.193293334E2,1.443402481E1,-1.611315155E1,-7.385488987E0,2.285870015E1
1.193343694E2,2.322219467E1,-1.567568493E1,-1.124394798E1,3.018979612E1
1.193394053E2,2.866098022E1,-1.909308624E1,-1.820016861E1,3.895181468E1
1.193444413E2,3.074779320E1,-2.054387665E1,3.421007633E0,3.713732553E1
1.193494772E2,2.920432663E1,-1.626718140E1,2.370663834E1,4.098192999E1
1.193545132E2,2.780302429E1,-1.015364456E1,2.253479004E1,3.720109434E1
1.193595492E2,2.637887955E1,1.534316063E0,2.612395096E1,3.715723652E1
1.193645851E2,2.020593643E1,1.204875565E1,3.202619934E1,3.973826649E1
1.193696211E2,-4.045833588E0,1.169357204E1,2.716262054E1,2.984822191E1
1.193746570E2,-2.221265030E1,1.243401051E0,1.187158680E1,2.521670979E1
1.193796930E2,-2.720845032E1,-5.552852631E0,-4.715140820E0,2.816676222E1
1.193847289E2,-2.061083412E1,-1.420059395E1,-2.230764008E1,3.352751344E1
1.193897649E2,-7.849696636E0,-1.550889778E1,-3.371601486E1,3.793301077E1
1.193948009E2,1.955251813E0,-1.448015594E1,-3.354298401E1,3.658728880E1
1.193998368E2,1.843127370E0,-2.133577728E1,-3.095826149E1,3.764341198E1
1.194048727E2,-1.049216175E1,-2.767687416E1,-2.665891266E1,3.983456346E1
1.194099087E2,-2.744268036E1,-2.992649841E1,-2.275585938E1,4.654594664E1
1.194149447E2,-3.003670120E1,-2.240843010E1,-2.199935532E1,4.345472118E1
1.194199807E2,-2.357447052E1,-1.259293270E1,-2.667040634E1,3.775775667E1
1.194250166E2,-1.883682823E1,-4.130666733E0,-4.166712189E1,4.591337008E1
1.194300525E2,-1.426911163E1,5.300962925E0,-4.544739914E1,4.792884146E1
1.194350885E2,5.548415184E0,1.255241585E1,-4.603642273E1,4.803852904E1
1.194401245E2,3.231242371E1,2.184222603E1,-3.908567429E1,5.521653283E1
1.194451605E2,3.818282318E1,2.611814880E1,-3.898840332E1,6.049943203E1
1.194501964E2,3.760792923E1,2.620418930E1,-2.530986214E1,5.236033804E1
1.194552323E2,1.686730385E1,1.885395432E1,-1.951792336E1,3.195194618E1
1.194602683E2,2.880558491E0,1.169711876E1,-1.486184883E1,1.913098939E1
1.194653043E2,-8.811773300E0,-2.889888048E0,-8.093942642E0,1.230896865E1
1.194703402E2,-1.728933907E1,-1.422086525E1,3.820755243E0,2.271018328E1
1.194753762E2,-1.588779640E1,-1.667365265E1,4.983960152E0,2.356422343E1
1.194804121E2,-1.550054169E1,-1.620066452E1,7.916215897E0,2.377803183E1
1.194854481E2,-8.400701523E0,-1.462655830E1,8.298979759E0,1.879843235E1
1.194904841E2,-6.252913475E-1,-1.216765022E1,5.562972069E0,1.339363130E1
1.194955200E2,1.166230679E1,-1.044299030E1,-1.172944069E0,1.569844718E1
1.195005560E2,2.023145866E1,-1.174561501E1,-1.620647049E1,2.845911238E1
1.195055919E2,2.432170296E1,-1.186410618E1,-9.901557922E0,2.881567454E1
1.195106279E2,1.912561798E1,-5.185292244E0,2.107395649E0,1.992781060E1
1.195156638E2,1.750174141E1,-2.408900738E0,9.647526741E-1,1.769306369E1
1.195206998E2,2.328559875E1,-2.572392464E0,-9.395709038E-1,2.344608935E1
1.195257358E2,2.184892845E1,-3.822550058E0,-4.399591446E0,2.261291596E1
1.195307717E2,1.009049606E1,-6.986512184E0,-8.166791916E0,1.474197929E1
1.195358077E2,-3.134019852E0,-8.791622162E0,-1.350824070E1,1.641911287E1
1.195408436E2,-9.003448486E0,-9.631402016E0,-1.954327011E1,2.357467701E1
1.195458796E2,-8.886759281E-1,-8.290922165E0,-3.046134567E1,3.158199986E1
1.195509156E2,8.370359421E0,-5.824646473E0,-3.391970825E1,3.541943014E1
1.195559515E2,1.510812855E1,-5.239771366E0,-3.567084503E1,3.909117467E1
1.195609874E2,7.100901127E0,-9.087669373E0,-3.069006729E1,3.278549621E1
1.195660234E2,-5.089570522E0,-1.278193855E1,-2.659830856E1,2.994581272E1
1.195710594E2,-9.012603760E0,-1.553954887E1,-2.839634895E1,3.360144699E1
1.195760954E2,-5.579502583E0,-1.618999863E1,-1.928004265E1,2.578695308E1
1.195811313E2,7.904045582E-1,-1.620024109E1,-8.104097366E0,1.813143527E1
1.195861672E2,7.101673126E0,-1.377061653E1,-4.750019073E0,1.620574966E1
1.195912032E2,6.068130493E0,-1.170196247E1,-2.635962009E0,1.344270914E1
1.195962392E2,-3.593247890E0,-1.115970802E1,-2.124131680E0,1.191479958E1
1.196012751E2,-1.134954548E1,-9.190341949E0,-3.665341854E0,1.505686882E1
1.196063111E2,-4.883944035E0,-6.964852810E0,-5.975966454E0,1.039587702E1
1.196113470E2,-3.936659336E0,-4.099373817E0,-3.229891300E0,6.537151538E0
1.196163830E2,-6.979877472E0,-5.212345123E0,-4.819096088E0,9.955446666E0
1.196214189E2,3.256197453E0,-8.263925552E0,-8.101220131E0,1.202185739E1
1.196264549E2,7.283482552E0,-7.009106636E0,-1.044871521E1,1.453796215E1
1.196314909E2,-2.010200500E0,-7.108867645E0,-1.461716461E1,1.637798542E1
1.196365268E2,-5.379747391E0,-8.151703835E0,-1.639901161E1,1.908715639E1
1.196415628E2,-2.989987850E0,-9.998219490E0,-1.422060871E1,1.763888127E1
1.196465987E2,-3.279177666E0,-1.113463783E1,-9.797804832E0,1.518980399E1
1.196516347E2,-6.814216614E0,-1.082687950E1,-8.611970901E0,1.542144321E1
1.196566707E2,1.037569046E-1,-1.178297710E1,-6.461838245E0,1.343892363E1
1.196617066E2,8.428514481E0,-7.935858727E0,-8.355096817E0,1.427674168E1
1.196667426E2,7.256143570E0,-4.956241131E0,-7.967871666E0,1.186182636E1
1.196717785E2,4.667653561E0,-2.983527899E0,-9.383253098E0,1.089650711E1
1.196768145E2,9.562078476E0,-1.177568436E-1,-1.006241226E1,1.388161921E1
1.196818505E2,1.433578396E1,1.035121918E0,-1.165883160E1,1.850714817E1
1.196868864E2,2.206962776E1,7.245392799E-1,-1.845846939E1,2.878034953E1
1.196919223E2,2.706755447E1,3.755736351E-1,-2.709036255E1,3.829727541E1
1.196969583E2,1.888009071E1,2.889819622E0,-3.246501541E1,3.766677725E1
1.197019943E2,7.857998848E0,1.263294220E0,-2.877294159E1,2.985341230E1
1.197070302E2,-9.039708138E0,-7.720843792E0,-1.486803818E1,1.903644692E1
1.197120662E2,-1.680508423E1,-1.322948456E1,-1.139908981E1,2.423570437E1
1.197171021E2,-1.257035065E1,-1.254235077E1,-8.283988953E0,1.959461026E1
1.197221381E2,-7.970486641E0,-9.259820938E0,-9.397377014E0,1.541374827E1
1.197271741E2,-7.455226898E0,-9.273134232E0,-9.221925735E0,1.505374840E1
1.197322100E2,-6.962519646E0,-8.920981407E0,-1.707711983E1,2.048630300E1
1.197372460E2,3.691137791E0,-5.906416416E0,-2.385249519E1,2.484857702E1
1.197422819E2,1.350171852E1,-4.122397423E0,-2.790988159E1,3.127702118E1
1.197473179E2,1.997615623E1,-3.536315441E0,-3.028193283E1,3.644924966E1
1.197523538E2,2.756174469E1,-3.620855093E0,-3.354097748E1,4.356325897E1
1.197573898E2,2.117800903E1,-7.031569004E0,-2.770302773E1,3.557258459E1
1.197624258E2,5.043694973E0,-9.372337341E0,-1.223349380E1,1.621536114E1
1.197674617E2,-6.603550911E0,-1.393900299E1,-5.345405102E0,1.632409399E1
1.197724976E2,-8.836565018E0,-1.916629791E1,-2.680178165E0,2.127475527E1
1.197775336E2,-7.306842804E0,-1.968918991E1,4.057129860E0,2.138958751E1
1.197825696E2,-6.431354523E0,-1.845798874E1,1.224253273E1,2.306380881E1
1.197876055E2,-5.902180195E0,-1.679364967E1,1.104777145E1,2.095031395E1
1.197926415E2,-4.288313866E0,-1.520557880E1,8.296605110E0,1.784468882E1
1.197976774E2,-1.290266800E1,-1.300717068E1,4.930715561E-1,1.832780538E1
1.198027134E2,-1.594860649E1,-7.360706329E0,-7.964036942E0,1.928636646E1
1.198077494E2,-1.255584717E1,-2.039422989E-1,-1.448486137E1,1.917034427E1
1.198127853E2,-5.475089550E0,7.253634453E0,-3.188079071E1,3.315081650E1
1.198178213E2,-1.762176037E0,3.638876915E0,-4.449921036E1,4.468250678E1
1.198228572E2,-3.782946587E0,-1.653274536E0,-5.947450638E1,5.961762248E1
1.198278932E2,-2.372852802E0,-2.301833630E0,-3.623711777E1,3.638760191E1
1.198329292E2,-3.683084965E0,-6.948143482E0,-2.016167068E1,2.164104382E1
1.198379651E2,-7.784911633E0,-9.520295143E0,-1.327005959E1,1.809241140E1
1.198430011E2,-8.172065735E0,-6.951030731E0,-8.492130280E0,1.368268114E1
1.198480370E2,-6.836593628E0,-4.287559509E0,-7.686461926E0,1.114467926E1
1.198530730E2,-5.911328793E0,-1.258662224E0,-8.572524071E0,1.048886112E1
1.198581089E2,2.230025291E0,-8.152553558E0,-9.535538673E0,1.274219919E1
1.198631449E2,1.342852306E1,-9.963672638E0,-9.110809326E0,1.904223859E1
1.198681808E2,2.409249496E1,-1.119842052E1,-6.791874886E0,2.742229933E1
1.198732168E2,3.330500793E1,-1.068669701E1,6.228450298E0,3.552777279E1
1.198782527E2,4.072062302E1,-9.513339996E0,9.018158913E0,4.277849889E1
1.198832887E2,3.607239532E1,-1.024476814E1,6.501840591E0,3.805846699E1
1.198883247E2,2.604113197E1,-4.564140320E0,1.409174728E1,2.995912670E1
1.198933606E2,1.224926758E1,4.649878979E0,1.040139389E1,1.672886504E1
1.198983966E2,2.295467615E0,1.100474548E1,9.102429390E0,1.446470931E1
1.199034325E2,-6.402041912E0,1.103263474E1,7.602241516E0,1.484921701E1
1.199084685E2,-1.016589355E1,8.627511978E0,4.472141743E0,1.406340665E1
1.199135045E2,-1.251996231E1,8.855113983E-1,-5.026041508E0,1.352015828E1
1.199185404E2,-1.477721786E1,-1.053067398E1,-1.788892937E1,2.548087628E1
1.199235763E2,-1.611971283E1,-1.852735138E1,-2.553510475E1,3.542808865E1
1.199286123E2,-1.460783863E1,-2.173692131E1,-3.324174500E1,4.231898283E1
1.199336483E2,-7.871453762E0,-1.936840439E1,-4.157580566E1,4.653646408E1
1.199386842E2,-5.789637566E0,-1.877263832E1,-4.466695023E1,4.879619140E1
1.199437202E2,-5.117879868E0,-1.683555984E1,-4.073366165E1,4.437183748E1
1.199487561E2,-4.438984871E0,-1.551217079E1,-3.683911514E1,4.021756375E1
1.199537921E2,-2.201066017E-1,-1.342452240E1,-2.923741341E1,3.217285488E1
1.199588281E2,5.091791630E0,-1.161871338E1,-2.018770599E1,2.384248972E1
1.199638640E2,7.813125134E0,-1.087752151E1,-1.267412949E1,1.843906063E1
1.199689000E2,1.206834698E1,-1.082117462E1,-9.366340637E0,1.872087487E1
1.199739359E2,1.866421127E1,-1.008847713E1,-1.007854176E1,2.348844731E1
1.199789719E2,1.546408558E1,-6.701454639E0,-1.607342720E0,1.693017979E1
1.199840079E2,8.531832695E0,-4.469732761E0,1.967390060E0,9.830630892E0
1.199890438E2,1.036464882E1,-4.075346947E0,1.055739975E1,1.534578403E1
1.199940797E2,5.296862125E0,-1.275510788E0,1.141072464E1,1.264469505E1
1.199991157E2,-7.839901924E0,-9.809479713E-1,4.273234367E0,8.982586101E0
1.200041517E2,-9.116002083E0,-2.338366985E0,-3.987181664E0,1.022091345E1
1.200091876E2,-6.726377964E0,-4.458515644E0,-1.597042561E1,1.789349089E1
1.200142236E2,-2.496169567E0,-5.046221733E0,-2.325158691E1,2.392345105E1
1.200192595E2,2.136324644E0,-7.290791512E0,-2.355659103E1,2.475141420E1
1.200242955E2,3.121050835E0,-9.226223946E0,-2.023221397E1,2.245454629E1
1.200293314E2,-6.308369637E-1,-1.177319908E1,-1.674901199E1,2.048256758E1
1.200343674E2,-4.147523403E0,-1.139744091E1,-1.630319595E1,2.031988701E1
1.200394034E2,-3.144724369E0,-8.844517708E0,-1.634748650E1,1.885086469E1
1.200444393E2,3.861207962E-1,-5.658823967E0,-1.437925148E1,1.545749822E1
1.200494752E2,6.653598785E0,-1.773291111E0,-1.481629753E1,1.633822545E1
1.200545112E2,1.530962944E1,2.728423595E0,-1.333492184E1,2.048534084E1
1.200595472E2,2.381291771E1,1.956874847E0,-1.166931438E1,2.659054921E1
1.200645831E2,2.291329193E1,2.781112194E0,-2.412924576E1,3.339122689E1
1.200696191E2,1.257693100E1,8.891271591E0,-3.471052551E1,3.797439249E1
1.200746550E2,-2.881541252E0,8.337678909E0,-3.322051620E1,3.437183246E1
1.200796910E2,-1.092743874E1,2.940321445E0,-2.598064041E1,2.833810304E1
1.200847270E2,-8.491584778E0,9.475612640E-2,-2.032487106E1,2.202762753E1
1.200897629E2,-6.049331665E0,-1.138403416E0,-1.232113743E1,1.377319148E1
1.200947988E2,-5.071359634E0,-4.447247505E0,-7.666962624E0,1.021170969E1
1.200998348E2,-6.863195896E0,-7.912035942E0,-5.044482708E0,1.162542801E1
1.201048708E2,-9.670783997E0,-1.042087555E1,-7.196147442E0,1.593434179E1
1.201099067E2,-7.796853065E0,-1.257952499E1,-1.068778229E1,1.825552128E1
1.201149427E2,-6.427137375E0,-1.526163006E1,-1.377785110E1,2.154192721E1
1.201199786E2,1.328359127E0,-1.455607128E1,-1.197371292E1,1.889480220E1
1.201250146E2,8.545577049E0,-1.381116104E1,-1.011164856E1,1.913166206E1
1.201300506E2,1.668766022E1,-1.129876709E1,-6.895330906E0,2.129989976E1
1.201350865E2,1.840540886E1,-8.194158554E0,-3.412975788E0,2.043408215E1
1.201401224E2,6.094902039E0,-7.171692371E0,-3.860231400E0,1.017262939E1
1.201451584E2,-2.002335548E0,-7.289358616E0,-3.356356621E0,8.270987030E0
1.201501944E2,4.817223549E-1,-7.042714119E0,-3.541642189E0,7.897791336E0
1.201552304E2,7.042924404E0,-8.099473953E0,-2.463097572E-1,1.073615066E1
1.201602663E2,1.017281151E1,-8.167599678E0,-2.225547314E0,1.323438096E1
1.201653022E2,8.539583206E0,-8.960388184E0,-5.042050838E0,1.336545227E1
1.201703382E2,3.860855579E0,-1.129376984E1,-4.944442272E0,1.291909255E1
1.201753742E2,3.874635696E-1,-1.365929317E1,-5.162456036E0,1.460744229E1
1.201804101E2,2.484412432E0,-1.290699768E1,-5.024956226E0,1.407171203E1
1.201854461E2,7.338979721E0,-1.088387871E1,-7.580340385E0,1.515852893E1
1.201904820E2,9.520961761E0,-1.099817467E1,-1.044505119E1,1.790831241E1
1.201955180E2,7.221812248E0,-1.340356064E1,-1.440545177E1,2.096013003E1
1.202005539E2,-3.265433311E-1,-1.720689011E1,-2.242692184E1,2.826925045E1
1.202055899E2,-1.257793045E1,-1.250911903E1,-2.028860092E1,2.695013397E1
1.202106258E2,-9.932071686E0,-8.209484100E0,-1.882566261E1,2.281331300E1
1.202156618E2,-5.570235729E0,-7.412263870E0,-1.844803429E1,2.064701312E1
1.202206977E2,-5.791661739E0,-5.158736706E0,-1.887796021E1,2.040914725E1
1.202257337E2,-4.747579098E0,-3.038627863E0,-1.921340561E1,2.002317961E1
1.202307696E2,-2.614262104E0,-3.399372101E0,-1.617343521E1,1.673230718E1
1.202358056E2,7.857899666E-1,-1.550254345E0,-1.537192726E1,1.546987079E1
1.202408416E2,-8.986940384E-1,8.774900436E-1,-1.467580605E1,1.472945766E1
1.202458775E2,-5.316699982E0,2.793161392E0,-1.851387787E1,1.946362564E1
1.202509135E2,-1.797802448E0,1.616756439E0,-2.369701004E1,2.382003946E1
1.202559494E2,1.434148312E1,2.668564796E0,-2.558676147E1,2.945304295E1
1.202609854E2,2.134666443E1,7.134761333E0,-2.149587822E1,3.112326593E1
1.202660213E2,9.001413345E0,8.041131973E0,-2.106756020E1,2.428018407E1
1.202710573E2,1.994317293E0,6.786696911E0,-1.723846054E1,1.863333245E1
1.202760933E2,8.622899055E0,-3.416151285E0,-1.057662964E1,1.406732285E1
1.202811292E2,1.066282654E1,-7.184968948E0,-5.420073509E0,1.395338115E1
1.202861651E2,1.138484573E1,-8.532617569E0,-3.160797596E0,1.457432387E1
1.202912011E2,1.321246529E1,-1.034362793E1,-1.529158592E0,1.684927903E1
1.202962371E2,1.532999516E1,-1.188944054E1,1.753832817E0,1.947930895E1
1.203012730E2,1.595021439E1,-1.392611694E1,7.047185898E-1,2.118590806E1
1.203063090E2,1.549271107E1,-1.520556831E1,5.436100960E0,2.237821703E1
1.203113449E2,1.587937546E1,-1.403594112E1,8.827198982E0,2.295825886E1
1.203163809E2,1.734869766E1,-1.227007675E1,9.156448364E0,2.313812094E1
1.203214169E2,1.828089142E1,-1.302410316E1,8.184961319E0,2.389166897E1
1.203264528E2,1.423689270E1,-9.013563156E0,-1.477289200E0,1.691495841E1
1.203314887E2,-8.960939407E0,-5.215220451E-1,-6.227225304E0,1.092468559E1
1.203365247E2,-2.134905815E1,4.698443413E-1,-1.574745941E1,2.653272537E1
1.203415607E2,-3.080410385E1,-8.465571404E0,-2.221701431E1,3.891213742E1
1.203465966E2,-2.418325043E1,-1.530566120E1,-3.530872345E1,4.545105959E1
1.203516326E2,-1.062766552E1,-1.590917778E1,-4.310990143E1,4.716474121E1
1.203566685E2,-1.557032108E0,-1.155334663E1,-4.067630768E1,4.231390048E1
1.203617045E2,-3.155016422E0,-9.078420639E0,-3.404644012E1,3.537699726E1
1.203667405E2,-6.794428825E0,-1.035717583E1,-2.893849182E1,3.147811403E1
1.203717764E2,-1.274554062E1,-1.400148869E1,-2.651315117E1,3.257971264E1
1.203768123E2,-9.199110031E0,-1.804415512E1,-2.456235123E1,3.183589573E1
1.203818483E2,7.204661369E-1,-1.402498817E1,-1.795595360E1,2.279551786E1
1.203868843E2,1.217104340E1,-8.747062683E0,-1.334138775E1,2.006584237E1
1.203919202E2,2.120074844E1,-5.793046951E0,-6.117502689E0,2.281348213E1
1.203969562E2,2.774254417E1,-4.296303272E0,-1.616289616E0,2.811973277E1
1.204019921E2,2.743712997E1,-4.475954056E0,9.189248085E0,2.927921697E1
1.204070281E2,1.680554581E1,-5.541601181E0,6.345979691E0,1.879912689E1
1.204120641E2,1.044517136E1,-5.369353771E0,8.289608955E0,1.437529760E1
1.204171000E2,9.367492676E0,-6.250725746E0,1.683696365E1,2.025598273E1
